toplistindex,id,name,subs,views,uploads,countryCode,contentCategory,meantbu,mediantbu,
2954,UCSZBmDk4v3ozB3kfB2oyUEA,Alessia Cara,3.36M,52929911,159,CA,None,-9.795918367346939,-42,
2955,UCAOUvZhWsj2D9xw3ImHA1sw,Red FM India,3.35M,503818376,4295,IN,None,9.653061224489797,30,
2956,UCbA3EjrdDfInPURQJKZ-epA,Casa Magica de Juguetes,3.35M,1348360931,628,SV,None,11.244897959183673,11,
2957,UCU_W0oE_ock8bWKjALiGs8Q,Charisma on Command,3.35M,259650232,252,US,None,-16.333333333333332,-45.5,
2958,UCvzWGXYFDiiJ338KIJPhbhQ,Black Gryph0n,3.36M,330226345,202,US,None,-52.44897959183673,63,
2959,UCvfNirFbGeijfIWG88TMb_g,Demaster,3.36M,711144127,4920,RU,None,1.4375,21.0,
2960,UC6lkm6rGYSOD8VhDyCXYJyw,JoshPalerLin,3.35M,497233562,102,US,None,-4.244897959183674,91,
2961,UCKWQpPpegzXL7sJDMf2UUJA,Maser Gamer,3.35M,548307152,1631,TH,None,5.229166666666667,-65.0,
2962,UCl_Ksy6Yi1b4eEZ46FInb_w,Prajapati News,3.4M,70299397,699,IN,NULL,-1.3673469387755102,15,
2963,UChjNFcuxNp1WEnA6hcbpS3w,Nando Moura,420,60034,99,BR,NULL,NONE,None,
2964,UCySHL-QuE6qEGSpUTVhy4Ug,elvecindariocalle13,3.34M,406987966,41,PR,None,17,27,
2965,UCcZzRX_ZDV-Sg04Ir-upxPA,2 Chainz,3.34M,116031972,207,US,None,-3,7,
2966,UCBINFWq52ShSgUFEoynfSwg,POPSUGAR Fitness,3.34M,455319760,1167,US,None,6.333333333333333,-36.0,
2967,NONE,SUPEReeeGO,3.34M,673508426,315,US,None,NONE,None,
2968,UCngMfjK7o6Pd9QBeJKadclw,Movie Mela,3.34M,310848830,120,NULL,None,5.244897959183674,1,
2969,UCGwC98aVFnR2vgWldNJg-Cw,NiceNienke,3.34M,152446514,214,BR,None,9.666666666666666,-21.0,
2970,UCotI-SqRXnkAZX4bMqlRNjw,zoom,3.34M,2140995830,68839,IN,None,53.104166666666664,126.0,
2971,UCJM0ZIGPX2pad8IzopUkbIg,videogames,3.34M,903462326,2422,US,None,11.204081632653061,16,
2972,UCWnfDPdZw6A23UtuBpYBbAg,Dr Nozman,3.34M,515524370,370,FR,None,6.583333333333333,23.5,
2973,UC69uYUqvx-vw4luuX7aHNLQ,True Crime Daily,3.34M,1774242033,3853,US,None,-14.877551020408163,-7,
2974,UCXgGdDZpg56kZpqasawqeyw,ChinoNachoVEVO,3.34M,3134601234,30,US,None,16.818181818181817,0,
2975,UCcryiZdagSR9M-Oii_Y4OfQ,Zappy Toons - Hindi Nursery Rhymes and Stori…,3.37M,914369593,68,IN,None,3.4489795918367347,31,
2976,UCcRu53iblqjNvJFFDLHikdA,YimYam TV,3.35M,2431740756,1581,TH,None,2.6530612244897958,-14,
2977,UC99mSdFwcE6GijMAxgOBu8g,Technical boss,3.35M,141094597,644,IN,None,-11.73469387755102,-19,
2978,UCzEolHECo7JmmkWMGDYaSOA,AlexandrasGirlyTalk,3.34M,369209308,206,US,None,12.714285714285714,119,
2979,UCgyqtNWZmIxTx3b6OxTSALw,Android Authority,3.34M,728738316,3735,US,None,26.551020408163264,-57,
2980,UC7sRFTKIbH4NNpFXmpUAWuA,Be YouNick,3.34M,481314938,203,IN,None,5,96,
2981,UCdlf4s-ckOfSE-tTBeMBITg,Ema&Eric Giant Surprise,3.33M,0,0,US,None,NONE,None,
2982,UC9-bW1-aXpLxJiSvFxtVt7A,VnKids - Nursery Rhymes,3.33M,487011471,80,VN,None,-14.571428571428571,3,
2983,UCmrAdc8HKdprnWZ8wsusmnA,EduKof,3.33M,180245424,336,BR,None,25.395833333333332,-4.5,
2984,UCv58r9mAhzFjrfk4d5tK2RA,Melvin Louis,3.34M,389199614,258,IN,None,-16.632653061224488,-44,
2985,UCTa6JUfYSSu-ELH4hlRdWpg,The Pals,3.33M,1285816042,1434,US,None,-1.5416666666666667,15.0,
2986,UCsB8vGD7lRFkZMK4AkLu2Vw,Dek Jew Chill Out,3.33M,2438637390,3597,TH,None,16.693877551020407,-15,
2987,UC1X0zgwWlWHmNC59xWhMXQA,Skyheart's Toys,3.33M,1325563372,516,PH,None,7.428571428571429,-73,
2988,UC4EDjfs78AhVgpBqE3WFGJg,Logic,3.33M,0,0,NULL,NULL,NONE,None,
2989,UC8XBsRz_R8CqweUyHxf6awg,SSC MAKER,3.33M,168771645,812,IN,None,2.8979591836734695,6,
2990,UCPN_tMDcDoQCxoP4fVkQAxw,Vivo,3.33M,918730369,921,BR,None,-2.142857142857143,-13,
2991,UCnJjcn5FrgrOEp5_N45ZLEQ,T-Series Telugu,3.33M,1857093362,3563,IN,None,7.857142857142857,-187,
2992,None,None,None,None,None,None,None,NONE,None,
2993,NONE,El Show De Carlos Durán,3.34M,405777022,360,US,None,NONE,None,
2994,UCs125V_JnMSSBG9U4rY9-aQ,Galinha Pintadinha Mini,3.34M,946860383,112,BR,None,3.693877551020408,47,
2995,UCBbl9TWafqQcPfsdG32t--A,Sophia Grace,3.33M,768438065,125,GB,None,34,129,
2996,UCZ8kV8vuMdDLSerCIFfWnFQ,Studio Bagel,3.34M,662504987,253,FR,None,-0.125,21.0,
2997,NONE,SurpriseFunTV,3.33M,2781497261,2125,US,None,NONE,None,
2998,UC_VZUgyU5ka66lcEfwpxm0g,ElFlacoWTF,3.34M,227985923,344,DO,None,11.204081632653061,44,
2999,UCJgPnkjLwGgbzfbaeJvBlVQ,YandelVEVO,3.33M,2489480981,100,US,None,-9.448979591836734,-91,
3000,UCvxzTKmHYIvGJMHXCkOQSoA,DIY Crafts Show,3.32M,603004158,38,US,None,8.061224489795919,5,
3001,UCU3juAek2IQClkV7eUw-a2w,MY BOLLYWOOD BODY,3.33M,230464971,602,CA,None,-4.122448979591836,13,
3002,UCux0OujTWILTDXkwHsXJjRw,Indian Health,3.33M,230034416,500,IN,None,-2.0816326530612246,20,
3003,UC3zO4y9uGbYqxEVMyTjvGtw,Angle Music Official Channel,3.32M,1252525847,11598,IN,None,16.79591836734694,0,
3004,UCQC1wGbOOIoC23fRGxt4kbg,Tez,3.33M,752754769,24196,IN,None,4.63265306122449,-78,
3005,UCTpwJfKOMcaGOrVdccjnbQQ,Tré Melvin,3.32M,337740228,188,US,None,15.8125,35.0,
3006,UC-LXU4tsyjbz5eHGedtF7gA,Elli Di Pets,3.32M,750217418,484,RU,None,4.75,-1.0,
3007,UCNqRS1gSJFMNPVwye1gyI_g,Lucas the Spider,3.32M,284684623,22,US,NULL,-164.66666666666666,39.0,
3008,UC_yP2DpIgs5Y1uWC0T03Chw,Joueur Du Grenier,3.32M,726246360,127,FR,None,45.416666666666664,51.0,
3009,NONE,Google India,3.32M,2444328327,342,IN,None,NONE,None,
3010,UC_eQfAQjj6mYj92l3SBmIdg,Harlem Fetty,3.32M,1727184812,132,US,None,37.30612244897959,0,
3011,UCtKf_mQKvfiPvpxyKBVWBoQ,LifeAccordingToJimmy,3.32M,577787950,261,US,None,-24.9375,-118.0,
3012,UC-j7LP4at37y3uNTdWLq-vQ,Village food factory,3.32M,599775346,275,IN,None,2.326530612244898,33,
3013,UCau_n8AK1uk3Ys5bEnRAoqg,JustDustin,3.32M,361066223,181,CA,None,-7.1020408163265305,35,
3014,UCT7fDhHzPWNlI14o4SVD4NQ,Dilsinho Oficial,3.32M,9536044,16,BR,None,59.45454545454545,12.5,
3015,NONE,دروس أونلاين,3.32M,136406091,363,EG,None,NONE,None,
3016,UC76Yc75RGWonijH02CIhPaw,Great Indian Comedy,3.34M,433014300,186,NULL,None,-0.9795918367346939,-6,
3017,UCepq9z9ovYGxhNrvf6VMSjg,CinnamonToastKen,3.32M,718248106,2744,US,None,0.7708333333333334,-42.0,
3018,UCClxZEJ70xeFGCpYQYn_QEA,Criss Huera,3.32M,241873715,54,NULL,None,11.83673469387755,32,
3019,UC1LG7YDL7OLD6VvdPAmyjiA,COUPLE IN LOVE,3.32M,10401813,57,BR,None,12.938775510204081,2,
3020,UCc2wpI97rT7TZGkhnylYgDA,Life Awesome,3.32M,915401387,170,US,None,13.387755102040817,10,
3021,UCCyBiwdQbSQLAUOLOHn5l2A,Awadhesh Premi Official,3.32M,954148639,510,IN,NULL,1.183673469387755,15,
3022,UC0BletW9phE4xHFM44q4qKA,Juice WRLD,3.32M,675079303,58,US,None,0,0,
3023,UCX7SHIccUCj3S4cID-pM-Xg,Swami Ramdev,3.32M,435003447,3851,IN,None,-0.5918367346938775,-7,
3024,UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,3.31M,801010246,1760,US,None,38.708333333333336,93.0,
3025,UCw5VDXH8up3pKUppIvcstNQ,SLICK SLIME SAM - DIY, Comedy, Science,3.31M,1197887416,494,US,NULL,-0.2857142857142857,-54,
3026,UCbOCVDOZathZT3kmUcVo8pQ,Sing Music Channel,3.32M,1232352493,205,NULL,None,-49.142857142857146,-5,
3027,UCuan9ktW5YOp-QiYVZhj64w,TrapUrbanoTV,3.32M,713523603,192,PE,None,9.857142857142858,28,
3028,UCycKzia69PXRbk0N0I9n4Aw,LowGrade,3.31M,661704614,948,TH,NULL,-0.4489795918367347,-6,
3029,UCLhFWep7Bf4bwB8Blhq9vnw,Daniel Saavedra,3.32M,415829876,158,MX,None,8.061224489795919,4,
3030,UCHOtaAJCOBDUWIcL4372D9A,Fabio Wibmer,3.32M,442416880,246,AT,None,-15.020408163265307,-113,
3031,NONE,FilmsActu,3.31M,2159446847,7664,FR,None,NONE,None,
3032,UCkjCVt4XfWH_S_2_ayNTTIA,86 & Custom Protection NET,3.32M,1286427251,3804,ID,None,4.510204081632653,62,
3033,UCfixIpf6Z09QH-vZT-mpgZg,মায়াজাল,3.31M,242041833,145,SG,None,1.1224489795918366,-3,
3034,UCDDmukrq0bwckrp09bNt-Rw,EvanescenceVEVO,3.3M,2122518038,50,US,None,69.88636363636364,0.0,
3035,NONE,Falaidearo,3.3M,598572660,121,BR,None,NONE,None,
3036,UChmLIRBQh3-bRJp3d6Dnnog,DRAW MY LIFE en Español,3.3M,609337960,713,ES,None,4.291666666666667,-15.5,
3037,UChv_K9--FKW8hFD_gJGk3Ig,BassGutter,3.3M,606017434,1103,US,None,5.8979591836734695,85,
3038,UC1_-cyLlwnmTAesbMgruDpQ,Nazar Battu,3.3M,339137246,99,IN,None,7.326530612244898,97,
3039,UCUd0P7GJ_6UiLcIpfKH9sCQ,ArkivaShqip,3.3M,4945602435,7633,DE,None,48.08163265306123,188,
3040,NONE,ArcadeGo.com,3.3M,2805140169,10080,US,None,NONE,None,
3041,UC7IdArS3MibBKFsqckq8GhQ,National Dastak,3.31M,802097797,16029,IN,None,16.73469387755102,52,
3042,UC4WNEEzWfK0fJJxxjQ4EYeg,Co Vines,3.31M,1006375207,333,AL,None,8.448979591836734,50,
3043,UCG9nVSLp4nQlW79sY5ihRrg,Desi Perkins,3.3M,236306782,365,US,None,31.75,-18.0,
3044,UCYd0us2OtW4d4-1cfpT2ktw,The Norris Nuts,3.31M,868221271,217,AU,None,-0.5102040816326531,-10,
3045,UChntGq8THlUokhc1tT-M2wA,Zerkaa,3.3M,528531229,1573,GB,None,14.958333333333334,-25.5,
3046,None,None,None,None,None,None,None,NONE,None,
3047,UCVIzv4PnqfQnbgkCyrFqcvw,SorDor Style,3.31M,638490915,362,NULL,None,2.4693877551020407,20,
3048,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NONE,None,
3049,UC3cSX-0y3IZzr2F2J1dFlUg,OficialMana,3.3M,2915811347,128,MX,None,-0.40816326530612246,0,
3050,UCNxfnR-xoreEMSHOmvcBRmA,Furkan Yaman,3.3M,798388314,641,TR,None,0.625,-14.0,
3051,UCnobTPLeBxWHurWHq8jzsnA,5-MINUTE MAGIC,3.31M,620343969,1261,US,NULL,1.489795918367347,0,
3052,UCqJUX55akwq_spmYQGjiMOg,DanOMG,3.3M,291803348,111,NULL,NULL,0.9387755102040817,12,
3053,UCY9Jh3SK0N1SAVJi-U--Rwg,TV Shows - India,3.29M,0,0,US,None,NONE,None,
3054,UCVEa49SSGKMXv1JrcEoEx_A,Bà Tân Vlog,3.29M,371865626,112,VN,NULL,0.02040816326530612,2,
3055,UCPNH75wRbz-cO-W8732981A,CHHOTU KI MASTI,3.31M,842890177,50,IN,NULL,-4.591836734693878,-7,
3056,NONE,UrbanoVideosTV,3.29M,788627147,442,PE,None,NONE,None,
3057,UCUGaA-c_-gJiSAMUPHTmj6w,MOVIES HD IRFAN,3.29M,471989852,86,IN,None,-14,2,
3058,UC1_aBBbg4vzI_Y8QAolPcCA,KillerCreeper55 - Minecraft,3.29M,608991269,914,ES,None,19.833333333333332,25.5,
3059,UCqkf2n7cqsskfY3OI8ylnpQ,Hindi Stories For Kids,3.31M,1017360776,537,IN,None,43.265306122448976,-23,
3060,UCeAYOWAX9YDOKgHLcOorB2g,DSS Production,3.29M,431404031,102,IN,None,3.795918367346939,58,
3061,UCe-UXZ9ViMexj71oC2QPmZw,Watch In हिन्दी,3.3M,350434673,255,IN,None,2.2244897959183674,42,
3062,NONE,Yasmina,3.29M,256733924,1480,AE,None,NONE,None,
3063,UCdvorvtyQZc2n_zPA5W6ugA,Follow Me,3.29M,1017245920,213,NULL,NULL,-0.9183673469387755,5,
3064,UC-Hm8vtPdB9DDVFEOJMwBzg,Tamil cinema,3.29M,1384138356,5341,IN,None,7.63265306122449,101,
3065,UC9Ptkdw3YdR2TVPonCopjEg,Acharya Om Prakash Kaushik,3.3M,201913874,1983,IN,None,-3.3877551020408165,-5,
3066,UCT8z80a4ESgO2Y4qajk-iXw,cutepolish,3.29M,498825046,512,CA,None,2.2708333333333335,108.5,
3067,UCmFQwGOLKSoRUDd2sOt8cbQ,FaZe Blaze,3.29M,463896425,930,US,None,-11.625,26.0,
3068,UC8HMvOLE0etpO_eVjJ98bHA,DADJU,3.29M,989350118,46,FR,None,5.521739130434782,-2.0,
3069,UCZdXCDG3MVIMeezeefHmW4A,DvLZStaTioN,3.28M,495942374,2904,SA,None,-27.5,-118.5,
3070,UCdl5gNu6udftP-Pg6sfycxQ,Ak Films,3.28M,175565,2,IN,NULL,-3,-3,
3071,UCdHWDfnNoiYgRTMxw-RLFUw,Smart Ideas,3.28M,118205897,152,IN,None,-11.489795918367347,-45,
3072,UC2IYWWifoIht9T47z1Z5lJw,Dead Meat,3.28M,876332082,387,US,None,5.395833333333333,-34.0,
3073,UCe2YQ986DdKliHNvE8va4kQ,Cauet,3.28M,1632756409,4127,FR,None,23.833333333333332,10.0,
3074,UCVfOWUs72GO6Eq5lm9sz71A,Crazy India,3.28M,353208850,2425,IN,None,5.1020408163265305,5,
3075,UCW0H_juCx7nk9Cght1CxjbA,Hello MaKar,3.28M,823295185,275,ES,NULL,9.346938775510203,10,
3076,UC80Z-cIOdR6upfnrPJ8Q00A,Thomas Sanders,3.28M,235175012,200,US,None,1.8958333333333333,-44.5,
3077,UCtGJ_XI0ZGwEmKZaj3VQITw,Настя Ивлеева,3.28M,200365376,56,RU,None,-6.416666666666667,-30.5,
3078,UCL6elrBEeem5rIvSLUhxzzQ,Monark,3.28M,393696158,1769,BR,None,10.020408163265307,-10,
3079,UCsaMa3VD1I9G952DDlOX7aw,PEWPEW,3.28M,331876194,2252,VN,None,-10.833333333333334,-22.5,
3080,UCprE-A6kxxldJTDvkW1L0jg,Pablo Cimadevila,3.28M,187923350,39,ES,None,-16.523809523809526,9.5,
3081,UCBxs6sUSOJ3UUATAi4rp30w,Ricky Dillon,3.28M,413920007,500,US,None,14.979166666666666,62.0,
3082,UCIlzrZqvHbaOmF6TuateTtA,Awesome Kids Toys,3.28M,4994545,17,CA,NULL,7.277777777777778,5.0,
3083,NONE,UNKNOWN,3.29M,1988098214,5402,RO,None,NONE,None,
3084,UCi-g4cjqGV7jvU8aeSuj0jQ,Entertainment - Topic,3.28M,0,0,NULL,None,9.145833333333334,0.0,
3085,UCfgZg9Vl5AwedH14BYgLXTQ,SidTalk,3.29M,172591895,227,IN,None,-5.020408163265306,4,
3086,UCmqfX0S3x0I3uwLkPdpX03w,Star Sports,3.28M,979633688,10037,IN,None,-21.102040816326532,-15,
3087,UCdPG86Ahrf9A8YzBnFDAaEg,Just4fun290,3.28M,5442723225,2242,US,None,3.2244897959183674,44,
3088,UCtdKiwN9vw961uho0lre4_A,S7S,3.29M,395752837,107,SA,NULL,1.8571428571428572,-7,
3089,UCrbPlzWoueuZBkdVMRndw_Q,Ferrugem Oficial,3.27M,1194783005,150,BR,None,-20.612244897959183,0,
3090,UC7Q7pl0z0MrdayvmAnchlJQ,MortaL,3.29M,278780332,447,IN,None,3.2244897959183674,-3,
3091,NONE,FaZe Pamaj,3.27M,601794937,2254,CA,None,NONE,None,
3092,UC06UXRnhvgWfYWnnYq2CYVQ,Sumeet Music,3.28M,1819597335,1928,IN,None,16.163265306122447,-4,
3093,NONE,Happy Channel,3.28M,1408958499,2089,TH,None,NONE,None,
3094,UCUU9uHMsysDemU44kOZZNMA,SuperZoo - Best cartoon for kids and families,3.27M,35976652,122,NULL,NULL,5.26530612244898,-4,
3095,UCyiLrFQqqJDQFOGAQ5pyC9w,Troom Troom Arabic,3.28M,1072929709,578,NULL,NULL,-0.8163265306122449,0,
3096,UCVnah-S-sByndtg9cHBxlOA,World of Tanks. Официальный ви�…,3.27M,913988425,1598,RU,None,7.877551020408164,9,
3097,UCWOSgEKGpS5C026lY4Y4KGw,Furious Trailer,3.27M,1557291996,1832,US,None,1.7755102040816326,-54,
3098,UCutXfzLC5wrV3SInT_tdY0w,Wong Fu Productions,3.26M,558048897,556,US,None,7.020833333333333,-1.0,
3099,UCjBp_7RuDBUYbd1LegWEJ8g,Xbox,3.26M,710918339,7111,US,None,-20.791666666666668,-135.0,
3100,UCP5tjEmvPItGyLhmjdwP7Ww,RealLifeLore,3.26M,546100637,162,US,None,-1.2857142857142858,21,
3101,NONE,SoulPancake,3.26M,612822824,1409,US,None,NONE,None,
3102,UCNYrK4tc5i1-eL8TXesH2pg,schmoyoho,3.26M,952971149,213,US,None,54.69387755102041,76,
3103,UCDx2-SCLzDaC4vlh2PCGYQA,Jove,3.26M,1253936133,3849,RU,None,-17.645833333333332,-3.0,
3104,NONE,Anthony Ying,3.26M,2936279566,4217,US,None,NONE,None,
3105,UCy23kgcF7uG3u5Ei86iFeHg,Vaid kumar ke gharelu nuskhe,3.26M,215765850,909,IN,NULL,13.26530612244898,-12,
3106,UCJHf0urdptElA1dbLu2zpcQ,Andhika Gemintang,3.26M,418576241,323,ID,NULL,-0.7959183673469388,-5,
3107,UCfgsFOdVScKetBXYrFNr5LQ,A-Boogie Wit Da Hoodie,3.26M,1243817169,102,US,None,13.285714285714286,0,
3108,UCkskLrHR3ga1AG_QS-trE6w,Musile Records,3.26M,1099813009,295,BR,None,-20.897959183673468,-154,
3109,UCnC5FEYCvpN_Tq2eOpyg9pw,AquarelaKids,3.26M,207223095,131,BR,NULL,2.2244897959183674,9,
3110,NONE,MoreTDM,3.26M,552546068,197,GB,None,NONE,None,
3111,UCKqA7xXTE0uDEViSfAeTP2w,Hoga Toga,3.26M,191245655,1550,IN,None,-8.83673469387755,-40,
3112,NONE,GlitterForever17,3.26M,427478647,488,US,None,NONE,None,
3113,UCbZgDzTkBQMkPWYBFESJ3sQ,That YouTub3 Family - The Adventurers,3.27M,1644352689,1017,US,None,-0.20408163265306123,51,
3114,UC-69vhXlCa3XHbF8JHCQHfg,Aya Nakamura,3.26M,1037387334,17,FR,None,21.90909090909091,96.0,
3115,UCxcnsr1R5Ge_fbTu5ajt8DQ,Bob Ross,3.26M,281967483,577,US,None,11.428571428571429,-1,
3116,UCHhfSXoDG6gSgpOvLH4wrRw,Behzinga,3.25M,443548917,801,GB,None,-4.75,0.0,
3117,UC2GnuulpFRtTGFNuS1LKL5g,BuzzFeedViolet,3.25M,1426675203,479,US,None,1.3541666666666667,-21.0,
3118,UCceXvSkse3EPQsbSXHPbLFw,Luara Fonseca,3.25M,192003720,290,NULL,None,-13.204081632653061,-5,
3119,UCpui0-2JqcAcII4ybpB1q3w,Amr Diab,3.25M,710803033,130,EG,None,-7.040816326530612,0,
3120,UC72YzxWLsng_rTrTMYlFLgw,Ibu dan Balita Indonesia,3.25M,1181290720,281,ID,None,-0.2653061224489796,17,
3121,UC3w193M5tYPJqF0Hi-7U-2g,Dr. Eric Berg DC,3.25M,457634539,2738,US,None,7.020833333333333,-174.0,
3122,UCsumo4lY8cd4v8Xt5zG3eSg,Pinoy Big Brother,3.25M,1651727189,5309,PH,None,20.551020408163264,0,
3123,UCwYFFFgr4wl5Oby8gBbAZzg,BabyBus - 子供の歌 - 子どもの動画,3.25M,1530750711,1126,JP,None,5.224489795918367,14,
3124,UCNr4An8F95YNT45u3q7vsRw,Max Time,3.25M,688192342,211,US,NULL,0.3673469387755102,-14,
3125,UC_j_M2YqgSRhLUEyOle8n1Q,The Script,3.25M,8732758,111,GB,None,37.041666666666664,-87.0,
3126,UCRMhRfQfaDs-HRaBTDCUK4A,Знакомьтесь, Боб,3.25M,506908385,101,RU,None,-1.3958333333333333,-19.0,
3127,UCPUeGC_AL-OnDQORKhRm6iA,뽀로로(Pororo),3.26M,4287623898,2860,KR,None,9.122448979591837,3,
3128,UCZbgt7KIEF_755Xm14JpkCQ,Barbixas,3.25M,961268813,898,BR,None,-37.875,5.0,
3129,UC_-mvlzR-E0UNWs6O8TgThQ,RedhoodVN,3.26M,1008352813,270,VN,NULL,-1.2040816326530612,-2,
3130,UCg-4sIe9il3op_Wr8Bk5lIQ,WOA LuKa Channel,3.25M,1043079623,445,US,NULL,3.142857142857143,9,
3131,UC8DA3ySHaLzyhkYHZANpVOA,Wolff,3.25M,581904397,5822,BR,None,11.354166666666666,-12.0,
3132,UC4pxiz_9Ok-B4jiKBVYLODg,Fer0m0nas,3.25M,591718071,3903,PT,None,-2.2857142857142856,-83,
3133,NONE,Emergency Awesome,3.25M,1362032456,3999,US,None,NONE,None,
3134,UChRQWAIExUpHqJWMfD7KKRQ,Weird Stuff,3.25M,1141889401,820,US,None,0.24489795918367346,19,
3135,UCvZwfJYg92JqgZ4NGHHLgyw,Baby Show TV,3.24M,332613223,10,US,None,-95.72727272727273,30,
3136,UC44eGZ76AJLHAxPaJ_MW2RA,TheEngineeringFamily,3.24M,4606833508,2794,US,None,6.918367346938775,-17,
3137,UCHZl_sLl4kGZSkrPBrWb_aQ,Anima,3.25M,894992148,1781,IT,None,-7.6875,8.5,
3138,UCYK4l11zx3-dN1gNg1DMOIg,Pokey,3.24M,323879107,1795,BR,None,0.5625,-4.0,
3139,NONE,Mundo Canibal,3.24M,149979666,236,BR,None,NONE,None,
3140,UCM1Nde-9eorUhq-teaWlgUA,XHIT Daily,3.24M,474554020,643,US,None,0.2653061224489796,-15,
3141,UCzuqhhs6NWbgTzMuM09WKDQ,Virtual Reality,3.24M,0,0,NULL,NULL,-47.61538461538461,0,
3142,UCQG_fzADCunBTV1KwjkfAQQ,滇西小哥 Dianxi Xiaoge,3.25M,659216403,142,CN,NULL,-2.489795918367347,0,
3143,UCNIFiHaLZkYASaWDdkC1njg,A&E,3.25M,3096183032,7011,US,None,4.224489795918367,21,
3144,UCawEP-InoKYKutsgq_vqIXA,Black Plasma Studios,3.25M,596685114,152,US,None,13.714285714285714,7,
3145,UC4XDU9cYyVAkB5Uk7bHpEPw,CarlaMorrisonMusic,3.25M,913227345,131,MX,None,-58,0,
3146,UC20SBM36gMZx7icPO0oVDxA,Lina Mechaz,3.24M,372848005,371,CO,None,-0.08163265306122448,2,
3147,UCO58fldVogtwlz7c2PTeWrg,قناة المحترف | Almohtarif channel,3.24M,269231744,1388,MA,None,12.208333333333334,-208.5,
3148,UCJkBcPylctTT0_jVC5XMFIg,Söz Dizi,3.24M,2068855907,2230,TR,None,15.9375,10.5,
3149,UCK1sVuXaDvJeNwl9noN5nOA,KBS Entertain,3.24M,3425240099,83060,KR,None,-16.26530612244898,1,
3150,NONE,Nah Cardoso,3.24M,168530000,472,BR,None,NONE,None,
3151,UCaxYP33JaM8_ML6qL5wRE6A,Тех.Обзор,3.23M,27486,12,RU,None,-0.09090909090909091,1,
3152,NONE,Rakamakafo,3.23M,403617011,97,US,None,NONE,None,
3153,UCujcefJzhIMthewp1l5Rc7Q,syam kapuk,3.24M,282763208,527,ID,None,-1.0408163265306123,18,
3154,UCFcBDfR_dtmllkpcoYH2Rmg,BIBI TV,3.23M,2771544521,751,VN,None,-5.591836734693878,-11,
3155,UCO5rwjHY-jcX-gmzOCSApOQ,QueenTubeTH,3.24M,740150669,483,TH,None,-7.591836734693878,-21,
3156,UC_jQ64mgxDbvATLv94lMwaw,MrTop5,3.23M,601453018,371,NULL,None,-0.9591836734693877,8,
3157,UCXEtdPqObuH2rXix3_SGelQ,Kiera Bridget,3.23M,265109758,257,GB,None,-2.306122448979592,-17,
3158,UCXN1Ap4A1bOfNX3O4tIY_gQ,xBuyer,3.24M,600534345,844,ES,None,-4.244897959183674,37,
3159,UCP5mpjpmtQf-i6qapLQrW3g,YummyToys,3.23M,393548991,9,US,None,NONE,None,
3160,UCrJ8BV1V76Y9mydSeqzfT6w,Prankedy,3.23M,430659168,171,MX,None,-20.833333333333332,-115.5,
3161,UCrPUg54jUy1T_wII9jgdRbg,Chris Ramsay,3.24M,411623465,520,CA,None,4.204081632653061,40,
3162,NONE,howtoPRANKitup,3.23M,594576888,317,US,None,NONE,None,
3163,UCTesUFAyrcKy_uwvLt3uq0g,Dytto,3.23M,199027622,176,US,None,32.3469387755102,-82,
3164,NONE,Learn English with EnglishClass101.com,3.24M,128739382,1025,US,None,NONE,None,
3165,UCPmKDdmHl5F7EvJGFoSHOwg,Fiaspo,3.23M,278225399,582,BR,None,-3.6041666666666665,-24.0,
3166,UCKaCalz5N5ienIbfPzEbYuA,Jordan Matter,3.24M,475976457,194,US,NULL,-0.10204081632653061,-17,
3167,UCDt4dFdsJyjjA8mQULkOLLw,Rato Borrachudo,3.23M,560684665,2311,BR,None,66.1875,35.5,
3168,UCbOCbp5gXL8jigIBZLqMPrw,HarryStylesVEVO,3.23M,898785594,15,NULL,None,9.65,0.0,
3169,UCdlfo5folV5oO5WsPgSE_Cw,Afinka,3.23M,568074520,495,US,None,-8.916666666666666,-80.5,
3170,UCuaFvcY4MhZY3U43mMt1dYQ,Walt Disney Studios,3.23M,1290669508,1045,US,None,-28.208333333333332,-73.5,
3171,UCP-Vg2PcmLiWpEdvMI1R35w,Domingo Espetacular,3.23M,786304882,3175,BR,None,1.9183673469387754,-88,
3172,UCdz1pvMJLab600HDsM-oHkg,Oye It's Prank,3.23M,304003143,154,IN,None,13.387755102040817,-7,
3173,UCc-ISYJT3eeeXjoOvHV9w8Q,Bubble™,3.23M,487599291,223,RU,None,1.7755102040816326,-52,
3174,UChcn-n6L8vYHzsqOwOubdRQ,CarlosVivesVEVO,3.22M,3633569141,102,CO,None,-4.285714285714286,0,
3175,UCKRp5dNEBko_xLYf_kHuZcw,Ch3Thailand Music,3.22M,2181139840,590,TH,None,11.918367346938776,-23,
3176,UCuAcfy-GKYd1SPj8iEtA3Zw,Dudesons,3.22M,547722145,485,FI,None,0.9583333333333334,-122.0,
3177,UC2EWGw-KBjEReUbXMJEiaCA,MasterChef Brasil,3.22M,1488337010,1180,BR,None,-12.166666666666666,-10.5,
3178,UC2qc1KM4zgRoOpysqVEaNbw,Oh Never Mind It’s Just Me - Grace VanderW…,3.22M,59868918,75,US,None,9.408163265306122,2,
3179,UCpeWk55uIpptHuFh_ELUaEQ,Amazing facts,3.22M,257843208,135,IN,NULL,-3.795918367346939,-36,
